/cm/local/apps/slurm/var/spool/job851048/slurm_script: line 12: activate: No such file or directory
A.L.E: Arcade Learning Environment (version 0.8.1+53f58b7)
[Powered by Stella]
Episode 0, Total Reward: 6.0, Epsilon: 0.99995125
Episode 419, Total Reward: 0.0, Epsilon: 0.9795249999999824
Episode 420, Total Reward: 6.0, Epsilon: 0.9794762499999824
Episode 421, Total Reward: 0.0, Epsilon: 0.9794274999999824
Episode 422, Total Reward: 0.0, Epsilon: 0.9793787499999823
Episode 423, Total Reward: 6.0, Epsilon: 0.9793299999999823
Episode 424, Total Reward: 0.0, Epsilon: 0.9792812499999822
Episode 425, Total Reward: 0.0, Epsilon: 0.9792324999999822
Episode 426, Total Reward: 6.0, Epsilon: 0.9791837499999821
Episode 427, Total Reward: 0.0, Epsilon: 0.9791349999999821
Episode 428, Total Reward: 0.0, Epsilon: 0.9790862499999821
Episode 429, Total Reward: 6.0, Epsilon: 0.979037499999982
Episode 430, Total Reward: 0.0, Epsilon: 0.978988749999982
Episode 431, Total Reward: 0.0, Epsilon: 0.9789399999999819
Episode 432, Total Reward: 6.0, Epsilon: 0.9788912499999819
Episode 433, Total Reward: 0.0, Epsilon: 0.9788424999999819
Episode 434, Total Reward: 0.0, Epsilon: 0.9787937499999818
Episode 435, Total Reward: 6.0, Epsilon: 0.9787449999999818
Episode 436, Total Reward: 0.0, Epsilon: 0.9786962499999817
Episode 437, Total Reward: 0.0, Epsilon: 0.9786474999999817
Episode 438, Total Reward: 6.0, Epsilon: 0.9785987499999816
Episode 439, Total Reward: 0.0, Epsilon: 0.9785499999999816
Episode 440, Total Reward: 0.0, Epsilon: 0.9785012499999816
Episode 441, Total Reward: 6.0, Epsilon: 0.9784524999999815
Episode 442, Total Reward: 0.0, Epsilon: 0.9784037499999815
Episode 443, Total Reward: 0.0, Epsilon: 0.9783549999999814
Episode 444, Total Reward: 6.0, Epsilon: 0.9783062499999814
Episode 445, Total Reward: 0.0, Epsilon: 0.9782574999999814
Episode 446, Total Reward: 0.0, Epsilon: 0.9782087499999813
Episode 447, Total Reward: 6.0, Epsilon: 0.9781599999999813
Episode 448, Total Reward: 0.0, Epsilon: 0.9781112499999812
Episode 449, Total Reward: 0.0, Epsilon: 0.9780624999999812
Episode 450, Total Reward: 6.0, Epsilon: 0.9780137499999811
Episode 451, Total Reward: 0.0, Epsilon: 0.9779649999999811
Episode 452, Total Reward: 0.0, Epsilon: 0.9779162499999811
Episode 453, Total Reward: 6.0, Epsilon: 0.977867499999981
Episode 454, Total Reward: 0.0, Epsilon: 0.977818749999981
Episode 455, Total Reward: 0.0, Epsilon: 0.9777699999999809
Episode 456, Total Reward: 6.0, Epsilon: 0.9777212499999809
Episode 457, Total Reward: 0.0, Epsilon: 0.9776724999999808
Episode 458, Total Reward: 0.0, Epsilon: 0.9776237499999808
Episode 459, Total Reward: 6.0, Epsilon: 0.9775749999999808
Episode 460, Total Reward: 0.0, Epsilon: 0.9775262499999807
Episode 461, Total Reward: 0.0, Epsilon: 0.9774774999999807
Episode 462, Total Reward: 6.0, Epsilon: 0.9774287499999806
Episode 463, Total Reward: 0.0, Epsilon: 0.9773799999999806
Episode 464, Total Reward: 0.0, Epsilon: 0.9773312499999806
Episode 465, Total Reward: 6.0, Epsilon: 0.9772824999999805
Episode 466, Total Reward: 0.0, Epsilon: 0.9772337499999805
Episode 467, Total Reward: 0.0, Epsilon: 0.9771849999999804
Episode 468, Total Reward: 6.0, Epsilon: 0.9771362499999804
Episode 469, Total Reward: 0.0, Epsilon: 0.9770874999999803
Episode 470, Total Reward: 0.0, Epsilon: 0.9770387499999803
Episode 471, Total Reward: 6.0, Epsilon: 0.9769899999999803
Episode 472, Total Reward: 0.0, Epsilon: 0.9769412499999802
Episode 473, Total Reward: 0.0, Epsilon: 0.9768924999999802
Episode 474, Total Reward: 6.0, Epsilon: 0.9768437499999801
Episode 475, Total Reward: 0.0, Epsilon: 0.9767949999999801
Episode 476, Total Reward: 0.0, Epsilon: 0.97674624999998
Episode 477, Total Reward: 6.0, Epsilon: 0.97669749999998
Episode 478, Total Reward: 0.0, Epsilon: 0.97664874999998
Episode 479, Total Reward: 0.0, Epsilon: 0.9765999999999799
Episode 480, Total Reward: 6.0, Epsilon: 0.9765512499999799
Episode 481, Total Reward: 0.0, Epsilon: 0.9765024999999798
Episode 482, Total Reward: 0.0, Epsilon: 0.9764537499999798
Episode 483, Total Reward: 6.0, Epsilon: 0.9764049999999798
Episode 484, Total Reward: 0.0, Epsilon: 0.9763562499999797
Episode 485, Total Reward: 0.0, Epsilon: 0.9763074999999797
Episode 486, Total Reward: 6.0, Epsilon: 0.9762587499999796
Episode 487, Total Reward: 0.0, Epsilon: 0.9762099999999796
Episode 488, Total Reward: 0.0, Epsilon: 0.9761612499999796
Episode 489, Total Reward: 6.0, Epsilon: 0.9761124999999795
Episode 490, Total Reward: 0.0, Epsilon: 0.9760637499999795
Episode 491, Total Reward: 0.0, Epsilon: 0.9760149999999794
Episode 492, Total Reward: 6.0, Epsilon: 0.9759662499999794
Episode 493, Total Reward: 0.0, Epsilon: 0.9759174999999793
Episode 494, Total Reward: 0.0, Epsilon: 0.9758687499999793
Episode 495, Total Reward: 6.0, Epsilon: 0.9758199999999793
Episode 496, Total Reward: 0.0, Epsilon: 0.9757712499999792
Episode 497, Total Reward: 0.0, Epsilon: 0.9757224999999792
Episode 498, Total Reward: 6.0, Epsilon: 0.9756737499999791
Episode 499, Total Reward: 0.0, Epsilon: 0.9756249999999791
Episode 500, Total Reward: 0.0, Epsilon: 0.975576249999979
Episode 501, Total Reward: 6.0, Epsilon: 0.975527499999979
Episode 502, Total Reward: 0.0, Epsilon: 0.975478749999979
Episode 503, Total Reward: 0.0, Epsilon: 0.9754299999999789
Episode 504, Total Reward: 6.0, Epsilon: 0.9753812499999789
Episode 505, Total Reward: 0.0, Epsilon: 0.9753324999999788
Episode 506, Total Reward: 0.0, Epsilon: 0.9752837499999788
Episode 507, Total Reward: 6.0, Epsilon: 0.9752349999999788
Episode 508, Total Reward: 0.0, Epsilon: 0.9751862499999787
Episode 509, Total Reward: 0.0, Epsilon: 0.9751374999999787
Episode 510, Total Reward: 6.0, Epsilon: 0.9750887499999786
Episode 511, Total Reward: 0.0, Epsilon: 0.9750399999999786
Episode 512, Total Reward: 0.0, Epsilon: 0.9749912499999785
Episode 513, Total Reward: 6.0, Epsilon: 0.9749424999999785
Episode 514, Total Reward: 0.0, Epsilon: 0.9748937499999785
Episode 515, Total Reward: 0.0, Epsilon: 0.9748449999999784
Episode 516, Total Reward: 6.0, Epsilon: 0.9747962499999784
Episode 517, Total Reward: 0.0, Epsilon: 0.9747474999999783
Episode 518, Total Reward: 0.0, Epsilon: 0.9746987499999783
Episode 519, Total Reward: 6.0, Epsilon: 0.9746499999999783
Episode 520, Total Reward: 0.0, Epsilon: 0.9746012499999782
Episode 521, Total Reward: 0.0, Epsilon: 0.9745524999999782
Episode 522, Total Reward: 6.0, Epsilon: 0.9745037499999781
Episode 523, Total Reward: 0.0, Epsilon: 0.9744549999999781
Episode 524, Total Reward: 0.0, Epsilon: 0.974406249999978
Episode 525, Total Reward: 6.0, Epsilon: 0.974357499999978
Episode 526, Total Reward: 0.0, Epsilon: 0.974308749999978
Episode 527, Total Reward: 0.0, Epsilon: 0.9742599999999779
Episode 528, Total Reward: 6.0, Epsilon: 0.9742112499999779
Episode 529, Total Reward: 0.0, Epsilon: 0.9741624999999778
Episode 530, Total Reward: 0.0, Epsilon: 0.9741137499999778
Episode 531, Total Reward: 6.0, Epsilon: 0.9740649999999778
Episode 532, Total Reward: 0.0, Epsilon: 0.9740162499999777
Episode 533, Total Reward: 0.0, Epsilon: 0.9739674999999777
Episode 534, Total Reward: 6.0, Epsilon: 0.9739187499999776
Episode 535, Total Reward: 0.0, Epsilon: 0.9738699999999776
Episode 536, Total Reward: 0.0, Epsilon: 0.9738212499999775
Episode 537, Total Reward: 6.0, Epsilon: 0.9737724999999775
Episode 538, Total Reward: 0.0, Epsilon: 0.9737237499999775
Episode 539, Total Reward: 0.0, Epsilon: 0.9736749999999774
Episode 540, Total Reward: 6.0, Epsilon: 0.9736262499999774
Episode 541, Total Reward: 0.0, Epsilon: 0.9735774999999773
Episode 542, Total Reward: 0.0, Epsilon: 0.9735287499999773
Episode 543, Total Reward: 6.0, Epsilon: 0.9734799999999773
Episode 544, Total Reward: 0.0, Epsilon: 0.9734312499999772
Episode 545, Total Reward: 0.0, Epsilon: 0.9733824999999772
Episode 546, Total Reward: 6.0, Epsilon: 0.9733337499999771
Episode 547, Total Reward: 0.0, Epsilon: 0.9732849999999771
Episode 548, Total Reward: 0.0, Epsilon: 0.973236249999977
Episode 549, Total Reward: 6.0, Epsilon: 0.973187499999977
Episode 550, Total Reward: 0.0, Epsilon: 0.973138749999977
Episode 551, Total Reward: 0.0, Epsilon: 0.9730899999999769
Episode 552, Total Reward: 6.0, Epsilon: 0.9730412499999769
Episode 553, Total Reward: 0.0, Epsilon: 0.9729924999999768
Episode 554, Total Reward: 0.0, Epsilon: 0.9729437499999768
Episode 555, Total Reward: 6.0, Epsilon: 0.9728949999999768
Episode 556, Total Reward: 0.0, Epsilon: 0.9728462499999767
Episode 557, Total Reward: 0.0, Epsilon: 0.9727974999999767
Episode 558, Total Reward: 6.0, Epsilon: 0.9727487499999766
Episode 559, Total Reward: 0.0, Epsilon: 0.9726999999999766
Episode 560, Total Reward: 0.0, Epsilon: 0.9726512499999765
Episode 561, Total Reward: 6.0, Epsilon: 0.9726024999999765
Episode 562, Total Reward: 0.0, Epsilon: 0.9725537499999765
Episode 563, Total Reward: 0.0, Epsilon: 0.9725049999999764
Episode 564, Total Reward: 6.0, Epsilon: 0.9724562499999764
Episode 565, Total Reward: 0.0, Epsilon: 0.9724074999999763
Episode 566, Total Reward: 0.0, Epsilon: 0.9723587499999763
Episode 567, Total Reward: 6.0, Epsilon: 0.9723099999999762
Episode 568, Total Reward: 0.0, Epsilon: 0.9722612499999762
Episode 569, Total Reward: 0.0, Epsilon: 0.9722124999999762
Episode 570, Total Reward: 6.0, Epsilon: 0.9721637499999761
Episode 571, Total Reward: 0.0, Epsilon: 0.9721149999999761
Episode 572, Total Reward: 0.0, Epsilon: 0.972066249999976
Episode 573, Total Reward: 6.0, Epsilon: 0.972017499999976
Episode 574, Total Reward: 0.0, Epsilon: 0.971968749999976
Episode 575, Total Reward: 0.0, Epsilon: 0.9719199999999759
Episode 576, Total Reward: 6.0, Epsilon: 0.9718712499999759
Episode 577, Total Reward: 0.0, Epsilon: 0.9718224999999758
Episode 578, Total Reward: 0.0, Epsilon: 0.9717737499999758
Episode 579, Total Reward: 6.0, Epsilon: 0.9717249999999757
Episode 580, Total Reward: 0.0, Epsilon: 0.9716762499999757
Episode 581, Total Reward: 0.0, Epsilon: 0.9716274999999757
Episode 582, Total Reward: 6.0, Epsilon: 0.9715787499999756
Episode 583, Total Reward: 0.0, Epsilon: 0.9715299999999756
Episode 584, Total Reward: 0.0, Epsilon: 0.9714812499999755
Episode 585, Total Reward: 6.0, Epsilon: 0.9714324999999755
Episode 586, Total Reward: 0.0, Epsilon: 0.9713837499999755
Episode 587, Total Reward: 0.0, Epsilon: 0.9713349999999754
Episode 588, Total Reward: 6.0, Epsilon: 0.9712862499999754
Episode 589, Total Reward: 0.0, Epsilon: 0.9712374999999753
Episode 590, Total Reward: 0.0, Epsilon: 0.9711887499999753
Episode 591, Total Reward: 6.0, Epsilon: 0.9711399999999752
Episode 592, Total Reward: 0.0, Epsilon: 0.9710912499999752
Episode 593, Total Reward: 0.0, Epsilon: 0.9710424999999752
Episode 594, Total Reward: 6.0, Epsilon: 0.9709937499999751
Episode 595, Total Reward: 0.0, Epsilon: 0.9709449999999751
Episode 596, Total Reward: 0.0, Epsilon: 0.970896249999975
Episode 597, Total Reward: 6.0, Epsilon: 0.970847499999975
Episode 598, Total Reward: 0.0, Epsilon: 0.970798749999975
Episode 599, Total Reward: 0.0, Epsilon: 0.9707499999999749
Episode 600, Total Reward: 6.0, Epsilon: 0.9707012499999749
Episode 601, Total Reward: 0.0, Epsilon: 0.9706524999999748
Episode 602, Total Reward: 0.0, Epsilon: 0.9706037499999748
Episode 603, Total Reward: 6.0, Epsilon: 0.9705549999999747
Episode 604, Total Reward: 0.0, Epsilon: 0.9705062499999747
Episode 605, Total Reward: 0.0, Epsilon: 0.9704574999999747
Episode 606, Total Reward: 6.0, Epsilon: 0.9704087499999746
Episode 607, Total Reward: 0.0, Epsilon: 0.9703599999999746
Episode 608, Total Reward: 0.0, Epsilon: 0.9703112499999745
Episode 609, Total Reward: 6.0, Epsilon: 0.9702624999999745
Episode 610, Total Reward: 0.0, Epsilon: 0.9702137499999745
Episode 611, Total Reward: 0.0, Epsilon: 0.9701649999999744
Episode 612, Total Reward: 6.0, Epsilon: 0.9701162499999744
Episode 613, Total Reward: 0.0, Epsilon: 0.9700674999999743
Episode 614, Total Reward: 0.0, Epsilon: 0.9700187499999743
Episode 615, Total Reward: 6.0, Epsilon: 0.9699699999999742
Episode 616, Total Reward: 0.0, Epsilon: 0.9699212499999742
Episode 617, Total Reward: 0.0, Epsilon: 0.9698724999999742
Episode 618, Total Reward: 6.0, Epsilon: 0.9698237499999741
Episode 619, Total Reward: 0.0, Epsilon: 0.9697749999999741
Episode 620, Total Reward: 0.0, Epsilon: 0.969726249999974
Episode 621, Total Reward: 6.0, Epsilon: 0.969677499999974
Episode 622, Total Reward: 0.0, Epsilon: 0.969628749999974
Episode 623, Total Reward: 0.0, Epsilon: 0.9695799999999739
Episode 624, Total Reward: 6.0, Epsilon: 0.9695312499999739
Episode 625, Total Reward: 0.0, Epsilon: 0.9694824999999738
Episode 626, Total Reward: 0.0, Epsilon: 0.9694337499999738
Episode 627, Total Reward: 6.0, Epsilon: 0.9693849999999737
Episode 628, Total Reward: 0.0, Epsilon: 0.9693362499999737
Episode 629, Total Reward: 0.0, Epsilon: 0.9692874999999737
Episode 630, Total Reward: 6.0, Epsilon: 0.9692387499999736
Episode 631, Total Reward: 0.0, Epsilon: 0.9691899999999736
Episode 632, Total Reward: 0.0, Epsilon: 0.9691412499999735
Episode 633, Total Reward: 6.0, Epsilon: 0.9690924999999735
Episode 634, Total Reward: 0.0, Epsilon: 0.9690437499999734
Episode 635, Total Reward: 0.0, Epsilon: 0.9689949999999734
Episode 636, Total Reward: 6.0, Epsilon: 0.9689462499999734
Episode 637, Total Reward: 0.0, Epsilon: 0.9688974999999733
Episode 638, Total Reward: 0.0, Epsilon: 0.9688487499999733
Episode 639, Total Reward: 6.0, Epsilon: 0.9687999999999732
Episode 640, Total Reward: 0.0, Epsilon: 0.9687512499999732
Episode 641, Total Reward: 0.0, Epsilon: 0.9687024999999732
Episode 642, Total Reward: 6.0, Epsilon: 0.9686537499999731
Episode 643, Total Reward: 0.0, Epsilon: 0.9686049999999731
Episode 644, Total Reward: 0.0, Epsilon: 0.968556249999973
Episode 645, Total Reward: 6.0, Epsilon: 0.968507499999973
Episode 646, Total Reward: 0.0, Epsilon: 0.968458749999973
Episode 647, Total Reward: 0.0, Epsilon: 0.9684099999999729
Episode 648, Total Reward: 6.0, Epsilon: 0.9683612499999729
Episode 649, Total Reward: 0.0, Epsilon: 0.9683124999999728
Episode 650, Total Reward: 0.0, Epsilon: 0.9682637499999728
Episode 651, Total Reward: 6.0, Epsilon: 0.9682149999999727
Episode 652, Total Reward: 0.0, Epsilon: 0.9681662499999727
Episode 653, Total Reward: 0.0, Epsilon: 0.9681174999999727
Episode 654, Total Reward: 6.0, Epsilon: 0.9680687499999726
Episode 655, Total Reward: 0.0, Epsilon: 0.9680199999999726
Episode 656, Total Reward: 0.0, Epsilon: 0.9679712499999725
Episode 657, Total Reward: 6.0, Epsilon: 0.9679224999999725
Episode 658, Total Reward: 0.0, Epsilon: 0.9678737499999724
Episode 659, Total Reward: 0.0, Epsilon: 0.9678249999999724
Episode 660, Total Reward: 6.0, Epsilon: 0.9677762499999724
Episode 661, Total Reward: 0.0, Epsilon: 0.9677274999999723
Episode 662, Total Reward: 0.0, Epsilon: 0.9676787499999723
Episode 663, Total Reward: 6.0, Epsilon: 0.9676299999999722
Episode 664, Total Reward: 0.0, Epsilon: 0.9675812499999722
Episode 665, Total Reward: 0.0, Epsilon: 0.9675324999999722
Episode 666, Total Reward: 6.0, Epsilon: 0.9674837499999721
Episode 667, Total Reward: 0.0, Epsilon: 0.9674349999999721
Episode 668, Total Reward: 0.0, Epsilon: 0.967386249999972
Episode 669, Total Reward: 6.0, Epsilon: 0.967337499999972
Episode 670, Total Reward: 0.0, Epsilon: 0.9672887499999719
Episode 671, Total Reward: 0.0, Epsilon: 0.9672399999999719
Episode 672, Total Reward: 6.0, Epsilon: 0.9671912499999719
Episode 673, Total Reward: 0.0, Epsilon: 0.9671424999999718
Episode 674, Total Reward: 0.0, Epsilon: 0.9670937499999718
Episode 675, Total Reward: 6.0, Epsilon: 0.9670449999999717
Episode 676, Total Reward: 0.0, Epsilon: 0.9669962499999717
Episode 677, Total Reward: 0.0, Epsilon: 0.9669474999999716
Episode 678, Total Reward: 6.0, Epsilon: 0.9668987499999716
Episode 679, Total Reward: 0.0, Epsilon: 0.9668499999999716
Episode 680, Total Reward: 0.0, Epsilon: 0.9668012499999715
Episode 681, Total Reward: 6.0, Epsilon: 0.9667524999999715
Episode 682, Total Reward: 0.0, Epsilon: 0.9667037499999714
Episode 683, Total Reward: 0.0, Epsilon: 0.9666549999999714
Episode 684, Total Reward: 6.0, Epsilon: 0.9666062499999714
Episode 685, Total Reward: 0.0, Epsilon: 0.9665574999999713
Episode 686, Total Reward: 0.0, Epsilon: 0.9665087499999713
Episode 687, Total Reward: 6.0, Epsilon: 0.9664599999999712
Episode 688, Total Reward: 0.0, Epsilon: 0.9664112499999712
Episode 689, Total Reward: 0.0, Epsilon: 0.9663624999999711
Episode 690, Total Reward: 6.0, Epsilon: 0.9663137499999711
Episode 691, Total Reward: 0.0, Epsilon: 0.9662649999999711
Episode 692, Total Reward: 0.0, Epsilon: 0.966216249999971
Episode 693, Total Reward: 6.0, Epsilon: 0.966167499999971
Episode 694, Total Reward: 0.0, Epsilon: 0.9661187499999709
Episode 695, Total Reward: 0.0, Epsilon: 0.9660699999999709
Episode 696, Total Reward: 6.0, Epsilon: 0.9660212499999709
Episode 697, Total Reward: 0.0, Epsilon: 0.9659724999999708
Episode 698, Total Reward: 0.0, Epsilon: 0.9659237499999708
Episode 699, Total Reward: 6.0, Epsilon: 0.9658749999999707
Episode 700, Total Reward: 0.0, Epsilon: 0.9658262499999707
Episode 701, Total Reward: 0.0, Epsilon: 0.9657774999999706
Episode 702, Total Reward: 6.0, Epsilon: 0.9657287499999706
Episode 703, Total Reward: 0.0, Epsilon: 0.9656799999999706
Episode 704, Total Reward: 0.0, Epsilon: 0.9656312499999705
Episode 705, Total Reward: 6.0, Epsilon: 0.9655824999999705
Episode 706, Total Reward: 0.0, Epsilon: 0.9655337499999704
Episode 707, Total Reward: 0.0, Epsilon: 0.9654849999999704
Episode 708, Total Reward: 6.0, Epsilon: 0.9654362499999704
Episode 709, Total Reward: 0.0, Epsilon: 0.9653874999999703
Episode 710, Total Reward: 0.0, Epsilon: 0.9653387499999703
Episode 711, Total Reward: 6.0, Epsilon: 0.9652899999999702
Episode 712, Total Reward: 0.0, Epsilon: 0.9652412499999702
Episode 713, Total Reward: 0.0, Epsilon: 0.9651924999999701
Episode 714, Total Reward: 6.0, Epsilon: 0.9651437499999701
Episode 715, Total Reward: 0.0, Epsilon: 0.9650949999999701
Episode 716, Total Reward: 0.0, Epsilon: 0.96504624999997
Episode 717, Total Reward: 6.0, Epsilon: 0.96499749999997
Episode 718, Total Reward: 0.0, Epsilon: 0.9649487499999699
Episode 719, Total Reward: 0.0, Epsilon: 0.9648999999999699
Episode 720, Total Reward: 6.0, Epsilon: 0.9648512499999699
Episode 721, Total Reward: 0.0, Epsilon: 0.9648024999999698
Episode 722, Total Reward: 0.0, Epsilon: 0.9647537499999698
Episode 723, Total Reward: 6.0, Epsilon: 0.9647049999999697
Episode 724, Total Reward: 0.0, Epsilon: 0.9646562499999697
Episode 725, Total Reward: 0.0, Epsilon: 0.9646074999999696
Episode 726, Total Reward: 6.0, Epsilon: 0.9645587499999696
Episode 727, Total Reward: 0.0, Epsilon: 0.9645099999999696
Episode 728, Total Reward: 0.0, Epsilon: 0.9644612499999695
Episode 729, Total Reward: 6.0, Epsilon: 0.9644124999999695
Episode 730, Total Reward: 0.0, Epsilon: 0.9643637499999694
Episode 731, Total Reward: 0.0, Epsilon: 0.9643149999999694
Episode 732, Total Reward: 6.0, Epsilon: 0.9642662499999693
Episode 733, Total Reward: 0.0, Epsilon: 0.9642174999999693
Episode 734, Total Reward: 0.0, Epsilon: 0.9641687499999693
Episode 735, Total Reward: 6.0, Epsilon: 0.9641199999999692
Episode 736, Total Reward: 0.0, Epsilon: 0.9640712499999692
Episode 737, Total Reward: 0.0, Epsilon: 0.9640224999999691
Episode 738, Total Reward: 6.0, Epsilon: 0.9639737499999691
Episode 739, Total Reward: 0.0, Epsilon: 0.9639249999999691
Episode 740, Total Reward: 0.0, Epsilon: 0.963876249999969
Episode 741, Total Reward: 6.0, Epsilon: 0.963827499999969
Episode 742, Total Reward: 0.0, Epsilon: 0.9637787499999689
Episode 743, Total Reward: 0.0, Epsilon: 0.9637299999999689
Episode 744, Total Reward: 6.0, Epsilon: 0.9636812499999688
Episode 745, Total Reward: 0.0, Epsilon: 0.9636324999999688
Episode 746, Total Reward: 0.0, Epsilon: 0.9635837499999688
Episode 747, Total Reward: 6.0, Epsilon: 0.9635349999999687
Episode 748, Total Reward: 0.0, Epsilon: 0.9634862499999687
Episode 749, Total Reward: 0.0, Epsilon: 0.9634374999999686
Episode 750, Total Reward: 6.0, Epsilon: 0.9633887499999686
Episode 751, Total Reward: 0.0, Epsilon: 0.9633399999999686
Episode 752, Total Reward: 0.0, Epsilon: 0.9632912499999685
Episode 753, Total Reward: 6.0, Epsilon: 0.9632424999999685
